accuracy,loss,val_accuracy,val_loss
0.1991174817085266,2.797110080718994,0.44789355993270874,1.7671477794647217
0.3739657998085022,1.9468203783035278,0.5277161598205566,1.4796136617660522
0.44015443325042725,1.690237283706665,0.5986696481704712,1.3133755922317505
0.48593491315841675,1.5235286951065063,0.5920177102088928,1.2329020500183105
0.5228902101516724,1.4184786081314087,0.5964523553848267,1.2037330865859985
0.5394374132156372,1.3629661798477173,0.6053215265274048,1.1523298025131226
0.5670160055160522,1.2926154136657715,0.6407982110977173,1.0932410955429077
0.5813568830490112,1.2268271446228027,0.6319290399551392,1.092455506324768
0.5835631489753723,1.20027494430542,0.6407982110977173,1.0480332374572754
0.6138995885848999,1.178684949874878,0.6518846750259399,1.0185987949371338
0.6315498948097229,1.1048011779785156,0.6518846750259399,1.0091891288757324
0.6337562203407288,1.0866378545761108,0.6674057841300964,0.9574927091598511
0.6376172304153442,1.0623222589492798,0.6807095408439636,0.9535871148109436
0.6409266591072083,1.048303484916687,0.6851441264152527,0.9385672211647034
0.6591284871101379,1.0214446783065796,0.6784922480583191,0.9711238741874695
0.6503033638000488,1.01253080368042,0.6718403697013855,0.9344078898429871
0.6795367002487183,0.9612555503845215,0.7006651759147644,0.9209194183349609
0.6640926599502563,0.9644726514816284,0.6762749552726746,0.9212186932563782
0.6828461289405823,0.945706307888031,0.669623076915741,0.9450076222419739
0.6894649863243103,0.9290651082992554,0.6829268336296082,0.9050197601318359
0.5488141179084778,1.4343664646148682,0.6164079904556274,1.1175568103790283
0.6591284871101379,1.0358679294586182,0.6141906976699829,1.144629716873169
0.6828461289405823,0.919661819934845,0.6053215265274048,1.1774080991744995
0.7137341499328613,0.8395078778266907,0.6274944543838501,1.1201131343841553
0.7374517321586609,0.7731072306632996,0.6452327966690063,1.0332117080688477
0.7462769150733948,0.7476945519447327,0.6563193202018738,0.9606015086174011
0.7644787430763245,0.701669454574585,0.669623076915741,0.9225257635116577
0.7705460786819458,0.6784802675247192,0.6940132975578308,0.8466895222663879
0.7881963849067688,0.6476520895957947,0.7272727489471436,0.7667781710624695
0.799227774143219,0.6090731620788574,0.7427937984466553,0.719179093837738
0.813568651676178,0.5688657164573669,0.7782704830169678,0.6538259387016296
0.8328737020492554,0.5306834578514099,0.7915742993354797,0.6097761392593384
0.827909529209137,0.5275890231132507,0.7937915921211243,0.5929215550422668
0.8400441408157349,0.5024029016494751,0.8004434704780579,0.5454355478286743
0.8648648858070374,0.4448559582233429,0.8115299344062805,0.5311274528503418
0.8543850183486938,0.44551607966423035,0.8070953488349915,0.5150372982025146
0.8576944470405579,0.4267424941062927,0.8447893857955933,0.4571073651313782
0.8703805804252625,0.38181519508361816,0.842572033405304,0.44638317823410034
0.8703805804252625,0.3939172625541687,0.8470066785812378,0.4309869408607483
0.880860447883606,0.37505289912223816,0.8359201550483704,0.4379270672798157
